Application,ProcessID,SwapChainAddress,Runtime,SyncInterval,PresentFlags,AllowsTearing,PresentMode,Dropped,TimeInSeconds,MsBetweenPresents,MsBetweenDisplayChange,MsInPresentAPI,MsUntilRenderComplete,MsUntilDisplayed,QPCTime
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.732282,9.435,8.350,1.581,11.389,23.968,27282742160
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.748410,8.329,8.350,0.244,0.617,7.841,27282903437
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.740510,8.228,8.346,3.186,12.049,24.086,27282824439
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.756864,8.454,8.346,0.215,1.071,7.732,27282987979
firefox.exe,7084,0x0000024608CE1060,DXGI,0,0,0,Composed: Flip,0,0.750230,10.329,8.344,0.138,1.397,14.400,27282921635
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.750115,9.605,8.358,2.473,10.725,22.839,27282920492
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.765053,8.189,8.358,0.155,1.032,7.901,27283069870
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.758657,8.542,8.341,2.197,10.317,22.638,27283005908
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.773389,8.336,8.341,0.210,0.971,7.905,27283153232
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.766623,7.966,8.333,2.350,10.733,23.005,27283085573
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.781734,8.345,8.333,0.150,0.927,7.894,27283236682
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.775265,8.642,8.336,2.102,10.310,22.699,27283171988
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.790059,8.325,8.336,0.240,0.896,7.905,27283319933
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.783463,8.198,8.346,2.123,10.459,22.847,27283253972
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.798395,8.335,8.346,0.199,0.662,7.916,27283403287
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.791474,8.011,8.360,2.462,10.488,23.196,27283334079
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.806756,8.361,8.360,0.162,0.640,7.915,27283486896
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.799888,8.414,8.334,2.082,10.443,23.116,27283418218
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.815161,8.405,8.334,0.191,0.508,7.843,27283570947
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.808296,8.408,8.340,2.062,10.355,23.048,27283502296
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.823665,8.504,8.340,0.230,0.904,7.679,27283655985
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.816323,8.027,8.360,2.339,10.628,23.381,27283582565
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.831848,8.183,8.360,0.209,0.943,7.856,27283737817
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.824089,7.766,8.332,2.893,11.026,23.947,27283660224
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.840383,8.535,8.332,0.376,0.583,7.653,27283823168
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.832887,8.799,8.356,2.245,10.661,23.504,27283748211
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.848483,8.100,8.356,0.224,0.452,7.908,27283904172
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.840938,8.051,8.329,2.626,11.015,23.782,27283828721
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.857022,8.539,8.329,0.225,0.821,7.698,27283989561
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.849879,8.941,8.356,2.074,10.293,23.198,27283918126
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.865209,8.187,8.356,0.188,0.906,7.868,27284071427
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.858021,8.143,8.340,2.208,10.413,23.395,27283999552
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.873703,8.494,8.340,0.280,0.586,7.713,27284156371
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.866335,8.314,8.348,2.122,10.331,23.430,27284082688
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.881887,8.184,8.348,0.193,0.697,7.878,27284238209
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.874217,7.882,8.338,2.480,10.705,23.886,27284161505
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.890001,8.114,8.338,0.114,0.874,8.102,27284319350
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.882282,8.066,8.353,2.663,10.947,24.174,27284242161
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.898437,8.436,8.353,0.123,0.627,8.019,27284403706
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.890538,8.256,8.311,2.735,10.823,24.230,27284324716
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.906959,8.522,8.311,0.180,1.695,7.808,27284488930
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.899051,8.513,8.358,2.331,10.574,24.075,27284409848
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.915365,8.406,8.358,0.155,1.664,7.761,27284572988
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.907075,8.024,8.333,2.577,10.899,24.383,27284490093
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.923702,8.337,8.333,0.198,1.698,7.757,27284656359
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.915382,8.306,8.351,2.608,11.054,24.427,27284573158
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.931845,8.143,8.351,0.191,0.453,7.964,27284737794
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.923529,8.147,8.353,2.939,11.092,24.633,27284654631
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.940157,8.311,8.353,0.151,0.360,8.006,27284820909
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.932179,8.650,8.335,2.473,10.872,24.318,27284741130
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.948499,8.342,8.335,0.106,0.508,7.998,27284904333
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.940199,8.020,8.374,2.882,11.086,24.673,27284821325
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.957069,8.569,8.374,0.640,1.478,7.803,27284990027
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.948651,8.452,8.351,2.653,10.878,24.571,27284905846
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.965307,8.239,8.351,0.163,1.562,7.914,27285072413
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.957412,8.761,8.342,2.108,10.506,24.152,27284993455
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.973655,8.347,8.342,0.240,1.473,7.909,27285155887
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.965177,7.765,8.335,2.735,10.896,24.722,27285071106
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.981987,8.332,8.335,0.148,1.379,7.912,27285239206
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.974022,8.846,8.340,2.074,10.292,24.217,27285159562
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.990363,8.376,8.340,0.304,1.189,7.876,27285322968
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.981878,7.856,8.336,2.453,10.664,24.697,27285238124
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.998508,8.145,8.336,0.192,1.356,8.067,27285404418
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.990840,8.961,8.365,1.723,10.007,24.101,27285327735
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.007074,8.566,8.365,0.224,1.501,7.867,27285490076
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.998470,7.631,8.306,2.367,11.059,24.776,27285404043
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.015564,8.490,8.306,0.205,1.259,7.683,27285574977
firefox.exe,7084,0x0000024608CE1060,DXGI,0,0,0,Composed: Flip,0,1.006386,256.157,258.645,0.153,0.410,16.888,27285483203
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.006787,8.317,8.372,2.771,11.077,24.831,27285487212
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.023781,8.218,8.372,0.176,1.488,7.837,27285657152
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.015348,8.561,8.337,2.539,10.952,24.607,27285572822
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.032074,8.293,8.337,0.246,1.496,7.881,27285740082
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.023483,8.135,8.341,2.841,11.039,24.813,27285654174
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.040509,8.435,8.341,0.341,1.364,7.787,27285824431
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.032048,8.565,8.367,2.488,10.785,24.615,27285739821
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.048807,8.298,8.367,0.164,1.282,7.856,27285907412
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.040970,8.922,8.332,1.887,10.092,24.026,27285829040
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.057275,8.468,8.332,0.746,1.049,7.721,27285992090
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.049845,8.875,8.313,1.223,9.457,23.464,27285917791
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.065446,8.171,8.313,0.190,1.054,7.864,27286073796
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.058391,8.546,8.386,0.918,9.076,23.304,27286003249
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.073876,8.430,8.386,0.867,0.999,7.819,27286158097
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.065960,7.569,8.304,1.504,10.011,24.039,27286078940
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.082272,8.396,8.304,0.220,1.067,7.728,27286242060
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.073978,8.018,8.355,2.015,10.322,24.376,27286159122
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.090510,8.238,8.355,0.172,0.994,7.845,27286324438
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.082124,8.146,8.346,2.193,10.370,24.576,27286240579
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.098823,8.313,8.346,0.160,0.896,7.878,27286407566
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.090341,8.217,8.348,2.149,10.357,24.707,27286322745
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.107138,8.315,8.348,0.184,0.891,7.911,27286490715
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.098658,8.317,8.341,2.035,10.330,24.731,27286405917
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.115447,8.310,8.341,0.152,0.874,7.942,27286573814
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.106362,7.704,8.355,2.657,10.992,25.382,27286482961
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.123651,8.203,8.355,0.100,1.027,8.094,27286655844
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.114589,8.227,8.348,2.782,11.128,25.503,27286565230
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.132226,8.576,8.348,0.157,0.795,7.866,27286741600
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.122683,8.094,8.341,3.070,11.295,25.750,27286646171
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.140547,8.320,8.341,0.171,0.684,7.886,27286824805
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.131989,9.305,8.334,2.009,10.205,24.778,27286739224
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.148912,8.365,8.334,0.147,0.665,7.855,27286908458
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.139927,7.938,8.342,2.292,10.627,25.182,27286818604
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.157193,8.282,8.342,0.960,0.942,7.916,27286991273
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.148153,8.227,8.353,2.409,10.770,25.309,27286900870
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.165518,8.325,8.353,0.170,0.631,7.944,27287074520
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.156576,8.423,8.335,2.363,10.533,25.221,27286985100
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.173922,8.404,8.335,0.183,0.505,7.875,27287158561
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.164921,8.345,8.346,2.208,10.485,25.222,27287068550
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.182232,8.309,8.346,0.153,0.418,7.912,27287241656
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.173542,8.621,8.345,1.883,10.087,24.947,27287154756
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.190571,8.340,8.345,0.172,1.016,7.917,27287325053
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.181418,7.876,8.351,2.207,10.370,25.422,27287233520
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.198923,8.352,8.351,0.151,0.743,7.916,27287408573
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.189190,7.772,8.340,2.617,10.699,25.990,27287311241
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.207343,8.420,8.340,0.828,0.817,7.837,27287492770
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.197638,8.448,8.338,2.253,10.325,25.880,27287395722
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.215661,8.317,8.338,0.174,0.596,7.858,27287575944
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.205791,8.153,8.356,2.199,10.724,26.083,27287477253
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.224045,8.385,8.356,0.818,0.808,7.829,27287659792
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.214127,8.335,8.338,2.425,10.536,26.086,27287560605
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.232356,8.310,8.338,0.157,0.483,7.857,27287742896
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.222165,8.038,8.336,2.524,10.875,26.385,27287640984
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.240571,8.216,8.336,0.165,0.477,7.978,27287825051
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.230348,8.184,8.356,2.711,10.898,26.557,27287722820
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.249011,8.439,8.356,0.273,0.570,7.894,27287909445
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.238537,8.189,8.342,2.750,10.500,26.710,27287804708
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.257269,8.258,8.342,0.699,0.730,7.978,27287992027
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.247488,8.951,8.336,1.569,9.722,26.095,27287894223
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.265676,8.407,8.336,0.299,0.527,7.908,27288076095
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.255201,7.712,8.346,2.051,10.437,26.729,27287971347
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.274064,8.389,8.346,0.360,0.555,7.865,27288159983
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.263700,8.499,8.355,1.959,10.401,26.585,27288056336
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.282452,8.388,8.355,0.175,0.614,7.832,27288243860
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.271360,7.660,8.333,2.768,11.133,27.258,27288132940
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.290743,8.291,8.333,0.229,0.460,7.875,27288326769
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.280725,9.365,8.351,1.790,9.927,26.244,27288226587
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.299048,8.305,8.351,0.210,0.522,7.920,27288409820
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.288202,7.477,8.368,2.480,10.811,27.135,27288301355
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.307439,8.391,8.368,0.400,1.436,7.897,27288493730
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,1,1.296526,8.324,0.000,2.502,10.641,0.000,27288384595
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.304503,7.977,8.321,2.681,10.884,19.155,27288464366
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.315808,8.369,8.321,0.171,1.344,7.850,27288577418
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.324020,8.212,8.367,0.261,1.519,8.005,27288659536
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,1,1.313919,9.416,0.000,1.486,9.823,0.000,27288558531
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.321160,7.241,16.683,2.596,10.854,19.181,27288630937
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.332621,8.601,8.316,0.163,1.171,7.719,27288745550
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.330049,8.889,8.353,1.935,10.362,18.644,27288719830
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.340739,8.118,8.353,0.260,1.509,7.954,27288826731
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.349229,8.490,8.339,0.184,1.277,7.803,27288911632
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,1,1.338342,8.292,0.000,2.122,10.448,0.000,27288802755
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.347090,8.749,16.683,1.699,9.948,18.287,27288890241
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.357483,8.254,8.345,0.246,1.397,7.894,27288994170
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,2,0,Hardware: Legacy Flip,0,1.365669,8.185,8.332,0.146,0.448,8.041,27289076025
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,1,1.354907,7.817,0.000,2.124,10.633,0.000,27288968408
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.363701,8.794,16.695,1.853,9.942,18.371,27289056348
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.374177,8.508,8.363,0.206,1.235,7.895,27289161109
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.371002,7.302,8.351,2.665,10.874,19.420,27289129364
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.382492,8.316,8.351,0.157,1.141,7.930,27289244264
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.380066,9.063,8.342,1.831,10.052,18.699,27289219997
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.390859,8.367,8.342,0.177,1.008,7.906,27289327930
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.387411,7.345,8.342,2.701,11.019,19.696,27289293449
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.399246,8.387,8.342,0.165,0.900,7.860,27289411802
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.396267,8.856,8.326,2.173,10.411,19.166,27289382009
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.407564,8.318,8.326,0.901,0.895,7.868,27289494983
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.404518,8.251,8.333,2.181,10.618,19.247,27289464522
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.415860,8.296,8.333,0.200,0.990,7.906,27289577938
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.412825,8.306,8.368,2.326,10.486,19.309,27289547585
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.424243,8.383,8.368,1.169,1.118,7.891,27289661768
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.421050,8.225,8.352,2.271,10.851,19.436,27289629834
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.432707,8.464,8.352,0.178,0.979,7.779,27289746404
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.429798,8.748,8.331,2.114,10.409,19.019,27289717319
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.440937,8.231,8.331,0.198,1.068,7.879,27289828714
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.438095,8.297,8.354,2.126,10.379,19.075,27289800294
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.449331,8.394,8.354,0.188,0.869,7.839,27289912652
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.446460,8.365,8.334,2.037,10.286,19.044,27289883942
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.457585,8.254,8.334,1.070,1.096,7.919,27289995193
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.454364,7.904,8.338,2.398,10.785,19.478,27289962983
